Gene	Taxon	Context	Cluster	Abundance	Diversity	Univocity	delta	k-value
amt	s__UBA2110 sp002705305	Epipelagic	amt	29.306000000000004	33	1.0	1.3631183601084542	39.947546661338365
amt	s__UBA2110 sp002705305	Mesopelagic	amt	24.373999999999995	28	1.0	1.3277801835958412	32.36331419496503
amt	s__UBA2110 sp002705305	Bathypelagic	amt	3.7729999999999997	5	1.0	0.9591161208325509	3.6187451239012143
amt	s__Pseudaestuariivita atlantica	Epipelagic	amt	2.161	4	1.0	1.1648287339898165	2.5171948941519933
amt	s__Pseudaestuariivita atlantica	Mesopelagic	amt	0.401	1	1.0	1.0000000001	0.4010000000401
amt	s__Pseudaestuariivita atlantica	Bathypelagic	amt	5.243999999999999	10	1.0	1.4989981211368564	7.860746147241673
amt	g__CG-Epi1	Epipelagic	amt	0.664	1	1.0	0.7048466408193282	0.46801816950403397
amt	g__CG-Epi1	Mesopelagic	amt	8.943000000000001	19	1.0	1.9094267202662853	17.076003159341393
amt	g__CG-Epi1	Bathypelagic	amt	10.333999999999996	12	1.0	1.0821802486047307	11.183250689081284
amt	s__TMED108 sp002724735	Epipelagic	amt	32.531000000000006	64	1.0	2.444757292874185	79.53039949449013
amt	s__TMED108 sp002724735	Mesopelagic	amt	62.562000000000005	37	1.0	0.8659831197947647	54.17763594060008
amt	s__TMED108 sp002724735	Bathypelagic	amt	3.755	7	1.0	1.3475812497413757	5.060167592778866
amt	g__Croceicoccus	Epipelagic	amt	0.357	1	1.0	1.0000000001	0.3570000000357
amt	g__Croceicoccus	Mesopelagic	amt	3.247	3	1.0	0.6439701189077935	2.0909709760936055
amt	g__Croceicoccus	Bathypelagic	amt	36.713	23	1.0	0.8024910319287886	29.461853255201614
amt	s__Cycloclasticus pugetii	Epipelagic	amt	0.611	2	1.0	1.5003289042915546	0.9167009605221399
amt	s__Cycloclasticus pugetii	Mesopelagic	amt	1.0230000000000001	2	1.0	1.0198047094279934	1.0432602177448373
amt	s__Cycloclasticus pugetii	Bathypelagic	amt	0.921	2	1.0	1.1032830907382754	1.0161237265699516
amt	s__MED660 sp002691205	Epipelagic	amt	12.599999999999998	24	1.0	1.865659616525042	23.507311168215526
amt	s__MED660 sp002691205	Mesopelagic	amt	40.263	43	1.0	1.4000807051350954	56.37144943085434
amt	s__MED660 sp002691205	Bathypelagic	amt	11.588	18	1.0	1.4898127816128584	17.263950513329803
amt	f__Sphingomonadaceae	Epipelagic	amt	26.711999999999993	37	1.0	1.6382185872731196	43.76009490323956
amt	f__Sphingomonadaceae	Mesopelagic	amt	117.69999999999996	96	1.0	1.3995312121104357	164.72482366539822
amt	f__Sphingomonadaceae	Bathypelagic	amt	426.71	152	1.0	0.8444099648120688	360.3181760849578
amt	s__Lewinella sp003045895	Epipelagic	amt	0	0	1.0	0.0	0.0
amt	s__Lewinella sp003045895	Mesopelagic	amt	2.166	5	1.0	1.4535174484352975	3.1483187933108545
amt	s__Lewinella sp003045895	Bathypelagic	amt	8.058	11	1.0	1.1952048145271217	9.630960395459546
amt	s__Corynebacterium sp001942345	Epipelagic	amt	1.825	4	1.0	1.3220209526149589	2.4126882385223
amt	s__Corynebacterium sp001942345	Mesopelagic	amt	9.479999999999999	6	1.0	0.5772051038615068	5.471904384607083
amt	s__Corynebacterium sp001942345	Bathypelagic	amt	1.44	2	1.0	0.7893848017624271	1.136714114537895
amt	s__Brevundimonas sp002341585	Epipelagic	amt	0	0	1.0	0.0	0.0
amt	s__Brevundimonas sp002341585	Mesopelagic	amt	1.779	4	1.0	1.3475450954600952	2.3972827248235093
amt	s__Brevundimonas sp002341585	Bathypelagic	amt	9.539000000000001	10	1.0	0.9575479101139526	9.134049514576995
amt	g__Agrococcus	Epipelagic	amt	1.7120000000000002	4	1.0	1.3868582626724613	2.3743013456952538
amt	g__Agrococcus	Mesopelagic	amt	22.302000000000003	31	1.0	1.5712001857204854	35.04090654193827
amt	g__Agrococcus	Bathypelagic	amt	74.158	61	1.0	1.2569560118428666	93.21334392624331
amt	g__Pelagibacter	Epipelagic	amt	24.684	22	1.0	1.0334259056348314	25.50908505469018
amt	g__Pelagibacter	Mesopelagic	amt	7.036	13	1.0	1.563560799542952	11.00121378558421
amt	g__Pelagibacter	Bathypelagic	amt	0.394	1	1.0	1.0000000001	0.3940000000394
amt	c__Dehalococcoidia	Epipelagic	amt	64.141	83	1.0	1.906676209304633	122.29611874100847
amt	c__Dehalococcoidia	Mesopelagic	amt	71.955	120	1.0	2.5291942720609626	181.98817384614657
amt	c__Dehalococcoidia	Bathypelagic	amt	45.626	58	1.0	1.719621930424148	78.45947019753217
amt	s__HB2-32-21 sp002431545	Epipelagic	amt	10.761	22	1.0	1.9247269097731166	20.711986276068505
amt	s__HB2-32-21 sp002431545	Mesopelagic	amt	13.548	21	1.0	1.5461122683029926	20.946729010968944
amt	s__HB2-32-21 sp002431545	Bathypelagic	amt	8.815	14	1.0	1.4222218418670993	12.53688553605848
amt	s__Alteromonas_B confluentis	Epipelagic	amt	0.667	3	1.0	2.1074116568341	1.4056435751083447
amt	s__Alteromonas_B confluentis	Mesopelagic	amt	4.786	10	1.0	1.6052104914298917	7.682537411983461
amt	s__Alteromonas_B confluentis	Bathypelagic	amt	23.38200000000001	22	1.0	1.076237348519433	25.16458168308139
amt	s__Synechococcus_C sp000012505	Epipelagic	amt	51.480999999999995	34	1.0	0.9208869206366669	47.408179561296244
amt	s__Synechococcus_C sp000012505	Mesopelagic	amt	6.257	3	1.0	0.3939720867212206	2.465083346614677
amt	s__Synechococcus_C sp000012505	Bathypelagic	amt	0	0	1.0	0.0	0.0
amt	s__TMED58 sp002167555	Epipelagic	amt	27.733999999999995	49	1.0	2.109364627544283	58.50111858031313
amt	s__TMED58 sp002167555	Mesopelagic	amt	2.422	3	1.0	0.802101746554227	1.9426904301543377
amt	s__TMED58 sp002167555	Bathypelagic	amt	0	0	1.0	0.0	0.0
amt	s__GCA-002705045 sp002704385	Epipelagic	amt	30.952000000000005	43	1.0	1.7049468051423142	52.77151351276492
amt	s__GCA-002705045 sp002704385	Mesopelagic	amt	0	0	1.0	0.0	0.0
amt	s__GCA-002705045 sp002704385	Bathypelagic	amt	0	0	1.0	0.0	0.0
amt	f__A4b	Epipelagic	amt	0.965	2	1.0	1.0653808463192178	1.0280925166980452
amt	f__A4b	Mesopelagic	amt	0	0	1.0	0.0	0.0
amt	f__A4b	Bathypelagic	amt	3.088	4	1.0	0.8915343855285084	2.753058182512034
amt	s__Enhygromyxa salina_C	Epipelagic	amt	13.403	24	1.0	1.7812855415662598	23.87457011361258
amt	s__Enhygromyxa salina_C	Mesopelagic	amt	15.955000000000002	39	1.0	2.5403034528027995	40.53054158946867
amt	s__Enhygromyxa salina_C	Bathypelagic	amt	12.883	27	1.0	2.0642342534895066	26.593529887705312
amt	s__Alcanivorax hongdengensis	Epipelagic	amt	27.060000000000002	21	1.0	0.9208280974274755	24.91760831638749
amt	s__Alcanivorax hongdengensis	Mesopelagic	amt	117.85199999999998	42	1.0	0.6117032555570174	72.09045207390561
amt	s__Alcanivorax hongdengensis	Bathypelagic	amt	74.20299999999999	63	1.0	1.2975779152955917	96.28417404867878
amt	o__Rhizobiales	Epipelagic	amt	158.38999999999996	34	1.0	0.3968219451924945	62.852627899039184
amt	o__Rhizobiales	Mesopelagic	amt	71.82999999999998	56	1.0	1.1818289050837225	84.89077025216378
amt	o__Rhizobiales	Bathypelagic	amt	58.53599999999997	54	1.0	1.3284356355066032	77.76130836001448
amt	s__Altererythrobacter_B troitsensis	Epipelagic	amt	11.753	10	1.0	0.8189542939308774	9.625169816569603
amt	s__Altererythrobacter_B troitsensis	Mesopelagic	amt	52.735	33	1.0	0.8778331581465265	46.292531594857074
amt	s__Altererythrobacter_B troitsensis	Bathypelagic	amt	133.919	37	1.0	0.4896834945497195	65.57792390660389
amt	o__Campylobacterales	Epipelagic	amt	68.14299999999999	62	1.0	1.3611332257942919	92.75170140530041
amt	o__Campylobacterales	Mesopelagic	amt	254.83899999999997	96	1.0	0.7846478817032498	199.95888152537447
amt	o__Campylobacterales	Bathypelagic	amt	345.2959999999998	122	1.0	0.7942199394298193	274.24096820535874
amt	c__Alphaproteobacteria	Epipelagic	amt	20.580000000000002	15	1.0	0.8074260271481719	16.616827638709378
amt	c__Alphaproteobacteria	Mesopelagic	amt	5.476000000000001	9	1.0	1.3060516830226838	7.151939016232218
amt	c__Alphaproteobacteria	Bathypelagic	amt	13.124000000000002	27	1.0	2.0357736548172505	26.7174934458216
amt	s__AG-337-I02 sp002938205	Epipelagic	amt	1.9729999999999999	4	1.0	1.247014190610487	2.460358998074491
amt	s__AG-337-I02 sp002938205	Mesopelagic	amt	5.814	9	1.0	1.2487504348248024	7.260235028071401
amt	s__AG-337-I02 sp002938205	Bathypelagic	amt	1.2269999999999999	3	1.0	1.3349173496320135	1.6379435879984803
amt	f__D2472	Epipelagic	amt	77.002	73	1.0	1.4624134566621845	112.60876098990153
amt	f__D2472	Mesopelagic	amt	88.228	70	1.0	1.2664018069332088	111.73209862210314
amt	f__D2472	Bathypelagic	amt	88.37899999999999	50	1.0	0.9034147644686368	79.84289346897364
amt	s__Fulvimarina manganoxydans	Epipelagic	amt	15.062999999999997	19	1.0	1.2920834317428023	19.462652732341827
amt	s__Fulvimarina manganoxydans	Mesopelagic	amt	53.542999999999985	47	1.0	1.2360873857039434	66.18382689274623
amt	s__Fulvimarina manganoxydans	Bathypelagic	amt	142.38600000000005	61	1.0	0.771079760107065	109.7909627226046
amt	s__TMED189 sp003282445	Epipelagic	amt	87.02400000000002	15	1.0	0.2741793761700777	23.860186031824846
amt	s__TMED189 sp003282445	Mesopelagic	amt	2.705	2	1.0	0.4922521256652902	1.33154199992461
amt	s__TMED189 sp003282445	Bathypelagic	amt	0.185	1	1.0	1.0000000001	0.1850000000185
amt	s__SAR202-VII-2 sp003228115	Epipelagic	amt	0	0	1.0	0.0	0.0
amt	s__SAR202-VII-2 sp003228115	Mesopelagic	amt	12.293	20	1.0	1.5837104650765677	19.468552747186244
amt	s__SAR202-VII-2 sp003228115	Bathypelagic	amt	6.265000000000001	11	1.0	1.4431823355858193	9.04153733244516
amt	s__Dermacoccus sp001021715	Epipelagic	amt	6.227	8	1.0	1.0543813796233235	6.565632850914436
amt	s__Dermacoccus sp001021715	Mesopelagic	amt	28.427	19	1.0	0.8029345995016504	22.825021860033413
amt	s__Dermacoccus sp001021715	Bathypelagic	amt	59.554	27	1.0	0.6556944439326419	39.04922691396455
amt	s__Dasania marina	Epipelagic	amt	1.9180000000000001	4	1.0	1.273705246834014	2.442966663427639
amt	s__Dasania marina	Mesopelagic	amt	2.475	4	1.0	1.0522672820576064	2.604361523092576
amt	s__Dasania marina	Bathypelagic	amt	6.634	7	1.0	0.8798500821557519	5.836925445021258
amt	s__UBA4581 sp002386905	Epipelagic	amt	16.653000000000002	35	1.0	2.207798450385939	36.76646759427705
amt	s__UBA4581 sp002386905	Mesopelagic	amt	1.649	4	1.0	1.4263608016469735	2.3520689619158595
amt	s__UBA4581 sp002386905	Bathypelagic	amt	1.486	5	1.0	1.9275210122686621	2.8642962242312318
amt	p__Proteobacteria	Epipelagic	amt	13.523	17	1.0	1.2533475556569393	16.94901899514879
amt	p__Proteobacteria	Mesopelagic	amt	27.271	35	1.0	1.5258100413922844	41.610365638808986
amt	p__Proteobacteria	Bathypelagic	amt	11.758	13	1.0	1.0643014336590966	12.514056256963656
amt	s__MAG-121220-bin8 sp002702895	Epipelagic	amt	288.74699999999996	262	1.0	1.950141787669406	563.0975907641779
amt	s__MAG-121220-bin8 sp002702895	Mesopelagic	amt	23.578000000000003	27	1.0	1.3126033380882587	30.948561505444967
amt	s__MAG-121220-bin8 sp002702895	Bathypelagic	amt	3.5970000000000004	5	1.0	0.9940582636823171	3.5756275744652948
amt	s__Marithrix sp001723685	Epipelagic	amt	31.19300000000001	28	1.0	1.1037664602498982	34.429787194575084
amt	s__Marithrix sp001723685	Mesopelagic	amt	68.12	89	1.0	1.9543789441984725	133.13229367879995
amt	s__Marithrix sp001723685	Bathypelagic	amt	53.276999999999994	79	1.0	2.0854444115582202	111.10622191458728
amt	o__Pseudomonadales	Epipelagic	amt	43.479000000000006	58	1.0	1.7828438769822155	77.51626892730975
amt	o__Pseudomonadales	Mesopelagic	amt	31.617999999999995	38	1.0	1.4828603039616297	46.885077090658804
amt	o__Pseudomonadales	Bathypelagic	amt	33.864000000000004	28	1.0	1.0378850473384669	35.146939243069845
amt	s__Marivivens sp001908835	Epipelagic	amt	2.83	5	1.0	1.189683179665743	3.366803398454053
amt	s__Marivivens sp001908835	Mesopelagic	amt	0	0	1.0	0.0	0.0
amt	s__Marivivens sp001908835	Bathypelagic	amt	1.7489999999999999	4	1.0	1.3648222763297089	2.3870741613006605
amt	s__GCA-002704185 sp003280495	Epipelagic	amt	8.498	10	1.0	1.0441282285902214	8.8730016865597
amt	s__GCA-002704185 sp003280495	Mesopelagic	amt	0.795	2	1.0	1.2318205224567798	0.9792973153531399
amt	s__GCA-002704185 sp003280495	Bathypelagic	amt	0	0	1.0	0.0	0.0
amt	s__Breoghania corrubedonensis	Epipelagic	amt	23.29	3	1.0	0.14719368581391004	3.428140942605965
amt	s__Breoghania corrubedonensis	Mesopelagic	amt	20.843	37	1.0	1.9727958709699995	41.1189843386277
amt	s__Breoghania corrubedonensis	Bathypelagic	amt	38.04099999999999	47	1.0	1.5967995392213326	60.74385127151869
amt	f__Balneolaceae	Epipelagic	amt	1.3829999999999998	4	1.0	1.627263261901188	2.2505050912093427
amt	f__Balneolaceae	Mesopelagic	amt	4.542	8	1.0	1.3355040180058482	6.065859249782562
amt	f__Balneolaceae	Bathypelagic	amt	19.734	15	1.0	0.8332179607526636	16.442723237493066
amt	s__SG8-40 sp001304425	Epipelagic	amt	10.443000000000001	10	1.0	0.8947566657444456	9.343943860369246
amt	s__SG8-40 sp001304425	Mesopelagic	amt	2.408	3	1.0	0.805592442138249	1.9398666006689036
amt	s__SG8-40 sp001304425	Bathypelagic	amt	0.15	1	1.0	1.0000000001	0.150000000015
amt	c__Gammaproteobacteria	Epipelagic	amt	74.037	64	1.0	1.320387674279157	97.75754224060594
amt	c__Gammaproteobacteria	Mesopelagic	amt	91.64199999999998	87	1.0	1.529825309088139	140.1962509754552
amt	c__Gammaproteobacteria	Bathypelagic	amt	53.47699999999998	62	1.0	1.6320905907481944	87.27930852144117
amt	s__Desulfotomaculum_C arcticum	Epipelagic	amt	0	0	1.0	0.0	0.0
amt	s__Desulfotomaculum_C arcticum	Mesopelagic	amt	0.813	1	1.0	0.6056669015631994	0.49240719097088104
amt	s__Desulfotomaculum_C arcticum	Bathypelagic	amt	6.390000000000001	7	1.0	0.9048980076482195	5.782298268872123
amt	s__Alpha-05 sp003246625	Epipelagic	amt	49.365	27	1.0	0.754649384563923	37.25326686899806
amt	s__Alpha-05 sp003246625	Mesopelagic	amt	7.347999999999998	16	1.0	1.8628431453787642	13.688171432243156
amt	s__Alpha-05 sp003246625	Bathypelagic	amt	10.489	16	1.0	1.426905064236947	14.966807218781337
amt	s__UBA3125 sp002501135	Epipelagic	amt	58.18700000000002	37	1.0	0.914310892635826	53.20100790980082
amt	s__UBA3125 sp002501135	Mesopelagic	amt	187.47999999999993	100	1.0	1.0286411258881272	192.849638281506
amt	s__UBA3125 sp002501135	Bathypelagic	amt	102.57799999999997	67	1.0	1.082736497525673	111.06494444318847
amt	g__Citromicrobium	Epipelagic	amt	13.806000000000003	24	1.0	1.7421920007094187	24.05270276179424
amt	g__Citromicrobium	Mesopelagic	amt	58.15500000000001	45	1.0	1.1124580499727983	64.69499789616809
amt	g__Citromicrobium	Bathypelagic	amt	185.73100000000002	48	1.0	0.49722651459912354	92.35037778300982
amt	s__Nitrosoarchaeum limnia	Epipelagic	amt	599.88	96	1.0	0.41320798220786	247.87520436685105
amt	s__Nitrosoarchaeum limnia	Mesopelagic	amt	5621.605999999999	441	1.0	0.3551280273087198	1996.3898490868626
amt	s__Nitrosoarchaeum limnia	Bathypelagic	amt	3064.4190000000012	252	1.0	0.31969670455949745	979.684655689511
amt	g__Brevundimonas	Epipelagic	amt	0.555	2	1.0	1.6123493932028463	0.8948539132275798
amt	g__Brevundimonas	Mesopelagic	amt	2.637	3	1.0	0.7525953321133437	1.9845938907828875
amt	g__Brevundimonas	Bathypelagic	amt	10.773	12	1.0	1.0489749287833514	11.300606907783044
amt	s__Boseongicola aestuarii	Epipelagic	amt	0.534	1	1.0	0.8298078021096987	0.44311736632657917
amt	s__Boseongicola aestuarii	Mesopelagic	amt	0.421	1	1.0	0.9915775588944996	0.4174541522945843
amt	s__Boseongicola aestuarii	Bathypelagic	amt	1.105	2	1.0	0.9625712843288164	1.0636412691833421
amt	f__Mycobacteriaceae	Epipelagic	amt	0	0	1.0	0.0	0.0
amt	f__Mycobacteriaceae	Mesopelagic	amt	0	0	1.0	0.0	0.0
amt	f__Mycobacteriaceae	Bathypelagic	amt	14.681000000000001	6	1.0	0.4159535167455075	6.106613579340796
amt	f__SG8-40	Epipelagic	amt	1.153	2	1.0	0.932394395755377	1.0750507383059498
amt	f__SG8-40	Mesopelagic	amt	3.354	6	1.0	1.2570371578448605	4.216102627411662
amt	f__SG8-40	Bathypelagic	amt	0.9299999999999999	3	1.0	1.642913226164671	1.5279093003331439
amt	s__Altererythrobacter epoxidivorans	Epipelagic	amt	0.522	2	1.0	1.6881128475312586	0.881194906411317
amt	s__Altererythrobacter epoxidivorans	Mesopelagic	amt	6.278	11	1.0	1.4409431852561914	9.046241317038369
amt	s__Altererythrobacter epoxidivorans	Bathypelagic	amt	25.150999999999996	21	1.0	0.9726994548885795	24.464363989902658
amt	s__Vesicomyosocius okutanii	Epipelagic	amt	3.309	3	1.0	0.634910384018544	2.1009184607173625
amt	s__Vesicomyosocius okutanii	Mesopelagic	amt	7.462999999999999	5	1.0	0.5754058949994363	4.294254194380793
amt	s__Vesicomyosocius okutanii	Bathypelagic	amt	6.318999999999999	5	1.0	0.6517882092392822	4.1186496941830235
amt	f__Nitrosopumilaceae	Epipelagic	amt	16.748	6	1.0	0.3768704230235668	6.3118258447986975
amt	f__Nitrosopumilaceae	Mesopelagic	amt	19.432	28	1.0	1.5734119244029543	30.574540514998205
amt	f__Nitrosopumilaceae	Bathypelagic	amt	26.13300000000001	34	1.0	1.5303054374781628	39.99147199761684
amt	s__Aurantimonas coralicida	Epipelagic	amt	0	0	1.0	0.0	0.0
amt	s__Aurantimonas coralicida	Mesopelagic	amt	0	0	1.0	0.0	0.0
amt	s__Aurantimonas coralicida	Bathypelagic	amt	2.09	5	1.0	1.4929321596221046	3.1202282136101984
amt	s__GCA-2695345 sp002695345	Epipelagic	amt	1.705	4	1.0	1.3911212049810577	2.3718616544927036
amt	s__GCA-2695345 sp002695345	Mesopelagic	amt	4.462999999999999	4	1.0	0.6765865505222096	3.019605774980621
amt	s__GCA-2695345 sp002695345	Bathypelagic	amt	7.144999999999999	15	1.0	1.783452445195628	12.742767720922759
amt	s__GCA-2746115 sp002746115	Epipelagic	amt	11.987999999999998	23	1.0	1.8558673370446215	22.248137636490917
