Gene	Taxon	Context	Cluster	Abundance	Diversity	Univocity	delta	k-value
potF	s__Fulvimarina manganoxydans	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Fulvimarina manganoxydans	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nitratireducens	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nitratireducens	Epipelagic	c1b	1.012	2	1.0	1.0650420678260646	1.0778225726399773
potF	s__Pseudooceanicola nitratireducens	Mesopelagic	c1b	1.7739999999999998	3	1.0	1.085127372457487	1.9250159587395819
potF	s__Marinobacter sp001752365	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp001752365	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp001752365	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Mesorhizobium_E oceanicum	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Mesorhizobium_E oceanicum	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Mesorhizobium_E oceanicum	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__AAA300-D14 sp002715065	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__AAA300-D14 sp002715065	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__AAA300-D14 sp002715065	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11889 sp002313255	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11889 sp002313255	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11889 sp002313255	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp001635605	Bathypelagic	c1b	5.949000000000001	12	1.0	1.885557768463507	11.217183164589404
potF	s__Sulfitobacter sp001635605	Epipelagic	c1b	0.235	1	1.0	1.0000000001	0.2350000000235
potF	s__Sulfitobacter sp001635605	Mesopelagic	c1b	1.4980000000000002	4	1.0	1.6256467113256967	2.435218773565894
potF	s__Maritimibacter alkaliphilus	Bathypelagic	c1b	2.288	3	1.0	0.9106187077611605	2.083495603357535
potF	s__Maritimibacter alkaliphilus	Epipelagic	c1b	0.982	3	1.0	1.631035916845695	1.6016772703424724
potF	s__Maritimibacter alkaliphilus	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinovum algicola	Bathypelagic	c1b	5.734999999999999	8	1.0	1.2891756713943714	7.3934224754467195
potF	s__Marinovum algicola	Epipelagic	c1b	0.229	1	1.0	1.0000000001	0.22900000002290002
potF	s__Marinovum algicola	Mesopelagic	c1b	11.621	3	1.0	0.2971651916207091	3.4533566918242604
potF	s__Pseudooceanicola atlanticus	Bathypelagic	c1b	7.119000000000001	11	1.0	1.5272876832545559	10.872761017089184
potF	s__Pseudooceanicola atlanticus	Epipelagic	c1b	2.377	4	1.0	1.182647171857709	2.811152327505774
potF	s__Pseudooceanicola atlanticus	Mesopelagic	c1b	4.111	8	1.0	1.621594553183254	6.666375208136357
potF	s__Thalassococcus halodurans	Bathypelagic	c1b	3.3569999999999993	6	1.0	1.3984252060430025	4.694513416686358
potF	s__Thalassococcus halodurans	Epipelagic	c1b	0.716	2	1.0	1.3517984162361811	0.9678876660251057
potF	s__Thalassococcus halodurans	Mesopelagic	c1b	0.646	2	1.0	1.4511089908727965	0.9374164081038266
potF	s__UBA1611 sp002321855	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA1611 sp002321855	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA1611 sp002321855	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Aurantimonas coralicida	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Aurantimonas coralicida	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Aurantimonas coralicida	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Agrobacterium tumefaciens_F	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Agrobacterium tumefaciens_F	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Agrobacterium tumefaciens_F	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D aestusnigri	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D aestusnigri	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D aestusnigri	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Hoeflea phototrophica	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Hoeflea phototrophica	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Hoeflea phototrophica	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter flavimaris	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter flavimaris	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter flavimaris	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Paracoccus sp002294185	Bathypelagic	c1b	2.306	5	1.0	1.5095246516171676	3.4809638466291886
potF	s__Paracoccus sp002294185	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Paracoccus sp002294185	Mesopelagic	c1b	1.44	4	1.0	1.6704877404280716	2.405502346216423
potF	s__UBA8309 sp002457765	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002457765	Epipelagic	c1b	1.1	2	1.0	1.0055738145283764	1.1061311959812141
potF	s__UBA8309 sp002457765	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	f__Rhodobacteraceae	Bathypelagic	c1b	27.327	5	1.0	0.2747645739752429	7.508491513021463
potF	f__Rhodobacteraceae	Epipelagic	c1b	1.925	3	1.0	1.0257332122714597	1.9745364336225601
potF	f__Rhodobacteraceae	Mesopelagic	c1b	2.5380000000000003	2	1.0	0.5652134976441928	1.4345118570209616
potF	s__Roseovarius nubinhibens	Bathypelagic	c1b	1.0879999999999999	3	1.0	1.5198047953671343	1.653547617359442
potF	s__Roseovarius nubinhibens	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseovarius nubinhibens	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Aurantimonas	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Aurantimonas	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Aurantimonas	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thalassospira sp001613795	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thalassospira sp001613795	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thalassospira sp001613795	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B lipolyticus	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B lipolyticus	Epipelagic	c1b	0.4	1	1.0	1.0000000001	0.40000000004
potF	s__Pseudooceanicola_B lipolyticus	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__AG-337-I02 sp003215235	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__AG-337-I02 sp003215235	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__AG-337-I02 sp003215235	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002712055	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002712055	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002712055	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Antarctobacter heliothermus_B	Bathypelagic	c1b	0.549	1	1.0	0.8116335827596924	0.4455868369350712
potF	s__Antarctobacter heliothermus_B	Epipelagic	c1b	1.439	2	1.0	0.835643787738444	1.202491410555621
potF	s__Antarctobacter heliothermus_B	Mesopelagic	c1b	0.394	1	1.0	1.0000000001	0.3940000000394
potF	s__Thioglobus sp001628405	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thioglobus sp001628405	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thioglobus sp001628405	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseovarius indicus	Bathypelagic	c1b	1.838	3	1.0	1.0589478965219017	1.9463462338072555
potF	s__Roseovarius indicus	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseovarius indicus	Mesopelagic	c1b	0.519	2	1.0	1.6873563308957662	0.8757379357349027
potF	s__Pseudooceanicola_B sp002706905	Bathypelagic	c1b	2.8869999999999996	5	1.0	1.292990624821024	3.7328639338582956
potF	s__Pseudooceanicola_B sp002706905	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola_B sp002706905	Mesopelagic	c1b	0.426	1	1.0	0.9666519005047246	0.41179370961501266
potF	s__Hoeflea sp002707605	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Hoeflea sp002707605	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Hoeflea sp002707605	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA1014 sp001469005	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA1014 sp001469005	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA1014 sp001469005	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp004321805	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp004321805	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp004321805	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002731775	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002731775	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002731775	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D sp002683975	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D sp002683975	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D sp002683975	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Pseudooceanicola	Bathypelagic	c1b	0.509	1	1.0	0.855065095305495	0.435228133510497
potF	g__Pseudooceanicola	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Pseudooceanicola	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11654 sp001629325	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11654 sp001629325	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11654 sp001629325	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseivivax marinus	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseivivax marinus	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseivivax marinus	Mesopelagic	c1b	0.489	1	1.0	0.8790127729752012	0.4298372459848734
potF	p__Proteobacteria	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	p__Proteobacteria	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	p__Proteobacteria	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp002731875	Bathypelagic	c1b	1.184	1	1.0	0.4779273510361619	0.5658659836268156
potF	s__Sulfitobacter sp002731875	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp002731875	Mesopelagic	c1b	0.535	1	1.0	0.826209928377821	0.4420223116821343
potF	s__Stappia indica	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Stappia indica	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Stappia indica	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp002705265	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp002705265	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HIMB59 sp002705265	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__HIMB59	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	g__HIMB59	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__HIMB59	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	f__UBA11654	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	f__UBA11654	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	f__UBA11654	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Ketobacter	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Ketobacter	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Ketobacter	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA868 sp002295285	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA868 sp002295285	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA868 sp002295285	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Haliea	Bathypelagic	c1b	0.353	1	1.0	1.0000000001	0.35300000003529997
potF	g__Haliea	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Haliea	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__CPC320 sp002336405	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__CPC320 sp002336405	Epipelagic	c1b	2.362	2	1.0	0.5939086635719223	1.4028122633568805
potF	s__CPC320 sp002336405	Mesopelagic	c1b	0.529	1	1.0	0.832655895963586	0.44047496896473703
potF	s__UBA9145 sp002694855	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002694855	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA9145 sp002694855	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__UBA11654	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	g__UBA11654	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__UBA11654	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Rhodobacter_B sp002701395	Bathypelagic	c1b	0.475	1	1.0	0.8967843183818058	0.42597255123135774
potF	s__Rhodobacter_B sp002701395	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Rhodobacter_B sp002701395	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Pseudomonas_A	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Pseudomonas_A	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__Pseudomonas_A	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thioglobus singularis	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thioglobus singularis	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thioglobus singularis	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp002744715	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp002744715	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp002744715	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	g__UBA9659	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	g__UBA9659	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	g__UBA9659	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA4582 sp002725285	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA4582 sp002725285	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA4582 sp002725285	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Albimonas pacifica	Bathypelagic	c1b	0.237	1	1.0	1.0000000001	0.2370000000237
potF	s__Albimonas pacifica	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Albimonas pacifica	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HTCC2207 sp002457245	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HTCC2207 sp002457245	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__HTCC2207 sp002457245	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	c__Gammaproteobacteria	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	c__Gammaproteobacteria	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	c__Gammaproteobacteria	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002731315	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002731315	Epipelagic	c1b	0.46599999999999997	2	1.0	1.817366851889077	0.8468929529803099
potF	s__UBA8309 sp002731315	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__LFER01 sp001642945	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__LFER01 sp001642945	Epipelagic	c1b	1.714	3	1.0	1.1111620170758785	1.9045316972680557
potF	s__LFER01 sp001642945	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nanhaiensis	Bathypelagic	c1b	0.457	1	1.0	0.9209771478810095	0.42088655658162133
potF	s__Pseudooceanicola nanhaiensis	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nanhaiensis	Mesopelagic	c1b	0.492	1	1.0	0.8753159491934478	0.4306554470031763
potF	s__Oleibacter sp002298335	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Oleibacter sp002298335	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Oleibacter sp002298335	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__LFER01 sp002726375	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__LFER01 sp002726375	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__LFER01 sp002726375	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri_AB	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri_AB	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_A stutzeri_AB	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thiolinea sp002747435	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thiolinea sp002747435	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Thiolinea sp002747435	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Acuticoccus sp003258595	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Acuticoccus sp003258595	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Acuticoccus sp003258595	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseovarius mucosus	Bathypelagic	c1b	0.698	1	1.0	0.6878621673052147	0.4801277927790398
potF	s__Roseovarius mucosus	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Roseovarius mucosus	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Tritonibacter sp001874255	Bathypelagic	c1b	0.507	1	1.0	0.8573879394395261	0.43469568529583974
potF	s__Tritonibacter sp001874255	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Tritonibacter sp001874255	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Phenylobacterium sp002363865	Bathypelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Phenylobacterium sp002363865	Epipelagic	c1b	0	0	1.0	0.0	0.0
potF	s__Phenylobacterium sp002363865	Mesopelagic	c1b	0	0	1.0	0.0	0.0
potF	s__UBA11791 sp002714255	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA11791 sp002714255	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA11791 sp002714255	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_E marincola	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_E marincola	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_E marincola	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	g__Puniceibacterium	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	g__Puniceibacterium	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	g__Puniceibacterium	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	g__Thalassospira	Bathypelagic	c1a	1.8940000000000001	3	1.0	1.037272587917761	1.9645942815162392
potF	g__Thalassospira	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	g__Thalassospira	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Tritonibacter mobile	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Tritonibacter mobile	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Tritonibacter mobile	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002457745	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002457745	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA8309 sp002457745	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__	Bathypelagic	c1a	101.135	64	1.0	1.4274612736204917	144.36629590760845
potF	s__	Epipelagic	c1a	256.33500000000004	89	1.0	1.0458119948524083	268.07821770049213
potF	s__	Mesopelagic	c1a	461.9130000000001	126	1.0	0.9867390998575557	455.78761783250326
potF	s__Pseudooceanicola sp002709085	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola sp002709085	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola sp002709085	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D pachastrellae	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D pachastrellae	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudomonas_D pachastrellae	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola batsensis	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola batsensis	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola batsensis	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Salipiger marinus	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Salipiger marinus	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Salipiger marinus	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Halomonas sp002696125	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Halomonas sp002696125	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Halomonas sp002696125	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter pontiacus	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter pontiacus	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter pontiacus	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Fulvimarina sp002700095	Bathypelagic	c1a	0.251	1	1.0	1.0000000001	0.2510000000251
potF	s__Fulvimarina sp002700095	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Fulvimarina sp002700095	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Ahrensia sp002706335	Bathypelagic	c1a	14.087	14	1.0	1.214550250665745	17.10936938112835
potF	s__Ahrensia sp002706335	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Ahrensia sp002706335	Mesopelagic	c1a	4.473999999999999	9	1.0	1.7209665234290086	7.699604225821383
potF	s__Fulvimarina manganoxydans	Bathypelagic	c1a	69.546	24	1.0	0.6928815074677103	48.187137318349386
potF	s__Fulvimarina manganoxydans	Epipelagic	c1a	8.097999999999999	8	1.0	1.0163856016920914	8.230690602502555
potF	s__Fulvimarina manganoxydans	Mesopelagic	c1a	19.706	19	1.0	1.3079408753363335	25.774282889377787
potF	s__Pseudooceanicola nitratireducens	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nitratireducens	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola nitratireducens	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp001752365	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp001752365	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Marinobacter sp001752365	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Mesorhizobium_E oceanicum	Bathypelagic	c1a	2.97	6	1.0	1.5215785314364927	4.5190882383663835
potF	s__Mesorhizobium_E oceanicum	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Mesorhizobium_E oceanicum	Mesopelagic	c1a	1.204	2	1.0	0.9448851597495187	1.1376417323384205
potF	s__AAA300-D14 sp002715065	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__AAA300-D14 sp002715065	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__AAA300-D14 sp002715065	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA11889 sp002313255	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA11889 sp002313255	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA11889 sp002313255	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp001635605	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp001635605	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Sulfitobacter sp001635605	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Maritimibacter alkaliphilus	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Maritimibacter alkaliphilus	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Maritimibacter alkaliphilus	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Marinovum algicola	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Marinovum algicola	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Marinovum algicola	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola atlanticus	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola atlanticus	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Pseudooceanicola atlanticus	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Thalassococcus halodurans	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Thalassococcus halodurans	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Thalassococcus halodurans	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA1611 sp002321855	Bathypelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA1611 sp002321855	Epipelagic	c1a	0	0	1.0	0.0	0.0
potF	s__UBA1611 sp002321855	Mesopelagic	c1a	0	0	1.0	0.0	0.0
potF	s__Aurantimonas coralicida	Bathypelagic	c1a	3.192	6	1.0	1.4478446800875173	4.621520218839356
potF	s__Aurantimonas coralicida	Epipelagic	c1a	0	0	1.0	0.0	0.0
